title,release_date,genres,year,director
Freakonomics,2010-10-01,Documentary,2010,Unknown
High Tension,2003-06-18,Horror Thriller Mystery,2003,Unknown
Griff the Invisible,2011-08-19,Romance Comedy Drama,2011,Unknown
Unnatural,2015-10-16,Thriller Action Horror,2015,Unknown
Hustle & Flow,2005-07-22,Drama,2005,Unknown
Some Like It Hot,1959-03-18,Comedy Romance,1959,Unknown
Friday the 13th Part VII: The New Blood,1988-05-13,Horror Thriller,1988,Unknown
The Wizard of Oz,1939-08-15,Adventure Family Fantasy,1939,Unknown
Young Frankenstein,1974-12-15,Comedy Science Fiction,1974,Unknown
Diary of the Dead,2007-09-08,Horror Action Science Fiction,2007,Unknown
Lage Raho Munna Bhai,2006-01-01,Comedy Drama Romance,2006,Unknown
Ulee's Gold,1997-06-13,Drama,1997,Unknown
The Black Stallion,1979-10-17,Adventure Family,1979,Unknown
Sardaarji,2015-06-26,,2015,Unknown
Journey to Saturn,2008-09-26,Action Adventure Animation Comedy Science Fiction,2008,Unknown
Donovan's Reef,1963-06-12,Adventure Comedy Romance,1963,Unknown
The Dress,1996-03-21,Comedy Drama,1996,Unknown
A Guy Named Joe,1944-03-01,Drama Romance War,1944,Unknown
Blazing Saddles,1974-02-07,Western Comedy,1974,Unknown
Friday the 13th: The Final Chapter,1984-04-13,Horror Thriller,1984,Unknown
Ida,2013-10-25,Drama,2013,Unknown
Maurice,1987-09-18,Drama Romance,1987,Unknown
Beer League,2006-09-15,Comedy,2006,Unknown
Riding Giants,2004-07-09,Documentary,2004,Unknown
Timecrimes,2007-09-20,Science Fiction Thriller,2007,Unknown
Silver Medalist,2009-01-20,Action Adventure Comedy Drama Foreign,2009,Unknown
Timber Falls,2007-12-07,Horror Thriller,2007,Unknown
Singin' in the Rain,1952-04-10,Comedy Music Romance,1952,Unknown
"Fat, Sick & Nearly Dead",2010-04-16,Documentary,2010,Unknown
A Haunted House,2013-01-11,Comedy Horror,2013,Unknown
2016: Obama's America,2012-07-13,Documentary,2012,Unknown
That Thing You Do!,1996-10-04,Comedy Drama,1996,Unknown
Halloween III: Season of the Witch,1982-10-22,Horror Mystery Science Fiction,1982,Unknown
Escape from the Planet of the Apes,1971-05-20,Action Science Fiction,1971,Unknown
Hud,1963-05-29,Action Drama Western,1963,Unknown
Kevin Hart: Let Me Explain,2013-07-03,Comedy Documentary,2013,Unknown
My Own Private Idaho,1991-10-17,Drama Romance,1991,Unknown
Garden State,2004-07-28,Comedy Drama Romance,2004,Unknown
Before Sunrise,1995-01-27,Drama Romance,1995,Unknown
Evil Words,2003-10-03,Horror Mystery Thriller,2003,Unknown
Jesus' Son,1999-09-05,Comedy Drama Romance,1999,Unknown
Saving Face,2004-09-12,Comedy Romance,2004,Unknown
Brick Lane,2007-11-16,Drama,2007,Unknown
Robot & Frank,2012-08-16,Science Fiction Comedy Drama Crime,2012,Unknown
My Life Without Me,2003-03-07,Drama Romance,2003,Unknown
The Spectacular Now,2013-08-02,Comedy Drama Romance,2013,Unknown
Religulous,2008-10-01,Comedy Documentary,2008,Unknown
Fuel,2008-11-14,Documentary Drama,2008,Unknown
Valley of the Heart's Delight,2006-04-24,Drama,2006,Unknown
Eye of the Dolphin,2007-08-24,Drama,2007,Unknown
8: The Mormon Proposition,2010-01-01,Documentary,2010,Unknown
The Other End of the Line,2008-10-29,Comedy Romance,2008,Unknown
Anatomy,2000-02-03,Horror Thriller,2000,Unknown
Sleep Dealer,2008-12-10,Drama Science Fiction Thriller,2008,Unknown
Super,2010-09-09,Comedy Action Drama,2010,Unknown
Christmas Mail,2010-12-01,Comedy Family,2010,Unknown
Stung,2015-07-03,Comedy Horror,2015,Unknown
Antibirth,2016-09-02,Horror,2016,Unknown
Get on the Bus,1996-10-16,Drama,1996,Unknown
Thr3e,2006-12-01,Drama Horror Thriller,2006,Unknown
Idiocracy,2006-09-01,Adventure Comedy Science Fiction,2006,Unknown
The Rise of the Krays,2015-08-29,Crime,2015,Unknown
This Is England,2006-09-12,Drama Crime,2006,Unknown
U.F.O.,2012-12-14,Action Adventure Science Fiction,2012,Unknown
Bathing Beauty,1944-07-01,Comedy Music,1944,Unknown
Go for It!,2011-05-13,Drama Family,2011,Unknown
"Dancer, Texas Pop. 81",1998-05-01,Comedy Drama Family,1998,Unknown
Show Boat,1951-07-13,Music Romance,1951,Unknown
Redemption Road,2011-08-26,Drama,2011,Unknown
The Calling,2014-08-05,Thriller,2014,Unknown
The Brave Little Toaster,1987-07-09,Fantasy Adventure Animation Comedy Family Music,1987,Unknown
Fantasia,1940-11-13,Animation Family Music,1940,Unknown
8 Days,2014-06-15,Thriller Drama,2014,Unknown
Friday the 13th Part III,1982-08-13,Horror Thriller,1982,Unknown
Friday the 13th: A New Beginning,1985-03-22,Horror Thriller,1985,Unknown
The Last Sin Eater,2007-02-09,Drama,2007,Unknown
Do You Believe?,2015-03-20,Fantasy Drama,2015,Unknown
Impact Point,2008-06-13,Thriller Romance,2008,Unknown
The Valley of Decision,1945-06-01,Drama,1945,Unknown
Eden,2015-10-22,Thriller Drama,2015,Unknown
Chicken Tikka Masala,2005-04-22,Comedy Romance Foreign,2005,Unknown
There's Always Woodstock,2014-11-14,Romance Comedy Music,2014,Unknown
Jack Brooks: Monster Slayer,2007-10-09,Action Comedy Horror,2007,Unknown
The Best Years of Our Lives,1946-12-25,Drama History Romance,1946,Unknown
Bully,2001-06-15,Crime Drama,2001,Unknown
Elling,2001-03-16,Comedy Drama,2001,Unknown
Mi America,2015-10-16,Drama Crime,2015,Unknown
[REC],2007-04-10,Horror Mystery,2007,Unknown
Lies in Plain Sight,2010-10-03,Drama Mystery Thriller,2010,Unknown
Sharkskin,2015-01-01,,2015,Unknown
Containment,2015-07-09,Thriller Horror Science Fiction,2015,Unknown
The Timber,2015-02-27,Adventure Drama Western,2015,Unknown
From Russia with Love,1963-10-11,Action Thriller Adventure,1963,Unknown
The Toxic Avenger Part II,1989-02-24,Comedy Horror Action,1989,Unknown
Sleeper,1973-12-17,Comedy Romance Science Fiction,1973,Unknown
It Follows,2015-02-04,Horror Thriller,2015,Unknown
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,Comedy,1972,Unknown
To Kill a Mockingbird,1962-12-25,Crime Drama,1962,Unknown
Mad Max 2: The Road Warrior,1981-12-24,Adventure Action Thriller Science Fiction,1981,Unknown
The Legend of Drunken Master,1994-02-03,Action Comedy,1994,Unknown
Boys Don't Cry,1999-09-02,Crime Drama,1999,Unknown
Silent House,2011-01-21,Horror Mystery,2011,Unknown
The Lives of Others,2006-03-15,Drama Thriller,2006,Unknown
Courageous,2011-09-30,Drama,2011,Unknown
The Hustler,1961-09-25,Drama,1961,Unknown
Boom Town,1940-08-30,Adventure Drama Romance,1940,Unknown
The Triplets of Belleville,2003-06-11,Adventure Animation Comedy Drama,2003,Unknown
Smoke Signals,1998-01-16,Drama Comedy,1998,Unknown
American Splendor,2003-08-15,Comedy Drama,2003,Unknown
Before Sunset,2004-02-10,Drama Romance,2004,Unknown
Amores perros,2000-06-16,Drama Thriller,2000,Unknown
Thirteen,2003-08-20,Crime Drama,2003,Unknown
Gentleman's Agreement,1947-11-11,Drama Romance,1947,Unknown
Winter's Bone,2010-06-11,Drama,2010,Unknown
Touching the Void,2003-09-05,Documentary Action Adventure,2003,Unknown
Alexander's Ragtime Band,1938-05-24,Drama Music Romance,1938,Unknown
Me and You and Everyone We Know,2005-06-17,Comedy Drama,2005,Unknown
Inside Job,2010-10-08,Documentary,2010,Unknown
We Are Your Friends,2015-08-26,Drama Music Romance,2015,Unknown
Ghost Dog: The Way of the Samurai,1999-09-13,Crime Drama,1999,Unknown
Harsh Times,2005-09-11,Crime Drama Thriller Action,2005,Unknown
Captive,2015-09-17,Crime Drama Thriller,2015,Unknown
Full Frontal,2002-08-02,Comedy Drama Romance,2002,Unknown
Witchboard,1986-12-31,Horror,1986,Unknown
Shortbus,2006-05-20,Romance Drama Comedy,2006,Unknown
Waltz with Bashir,2008-06-25,Drama Animation War,2008,Unknown
"The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,,2003,Unknown
No End in Sight,2007-07-27,Documentary,2007,Unknown
The Diary of a Teenage Girl,2015-08-07,Drama Romance,2015,Unknown
In the Shadow of the Moon,2007-01-19,Documentary,2007,Unknown
Meek's Cutoff,2010-09-05,Drama Western,2010,Unknown
Inside Deep Throat,2005-02-11,History Documentary,2005,Unknown
Dinner Rush,2000-09-01,Drama Action Thriller,2000,Unknown
Clockwatchers,1997-01-01,Comedy Drama,1997,Unknown
The Virginity Hit,2010-09-10,Comedy,2010,Unknown
Subway,1985-04-10,Action Thriller,1985,Unknown
House of D,2005-04-15,Comedy Drama,2005,Unknown
Teeth,2007-01-19,Comedy Horror,2007,Unknown
Six-String Samurai,1998-09-18,Action Adventure Science Fiction,1998,Unknown
Hum To Mohabbat Karega,2000-05-26,,2000,Unknown
It's All Gone Pete Tong,2004-09-12,Drama Comedy Music,2004,Unknown
Saint John of Las Vegas,2009-06-10,Comedy,2009,Unknown
24 7: Twenty Four Seven,1997-08-31,Comedy Drama Romance,1997,Unknown
Stonewall,2015-09-18,Drama,2015,Unknown
Roadside Romeo,2008-10-24,Animation Family Foreign,2008,Unknown
This Thing of Ours,2005-01-01,Drama Action Thriller,2005,Unknown
The Lost Medallion: The Adventures of Billy Stone,2013-03-01,Adventure Family,2013,Unknown
The Last Five Years,2014-11-03,Comedy Drama Music Romance,2014,Unknown
The Missing Person,2009-01-16,Comedy Drama Mystery Thriller,2009,Unknown
Return of the Living Dead 3,1993-10-01,Comedy Science Fiction Romance Horror,1993,Unknown
London,2005-02-10,Drama Action Romance,2005,Unknown
Sherrybaby,2006-09-08,Drama,2006,Unknown
Circle,2015-10-02,Horror Science Fiction,2015,Unknown
Eden Lake,2008-09-12,Horror Thriller,2008,Unknown
Plush,2013-09-13,Thriller,2013,Unknown
Lesbian Vampire Killers,2009-03-16,Horror Comedy,2009,Unknown
Gangster's Paradise: Jerusalema,2008-02-11,Drama Action Crime Foreign,2008,Unknown
Freeze Frame,2004-05-01,Thriller Drama Crime,2004,Unknown
Grave Encounters,2011-09-09,Thriller Horror,2011,Unknown
Stitches,2012-05-19,Horror,2012,Unknown
Nine Dead,2010-01-01,Crime Drama Horror Thriller,2010,Unknown
"To Be Frank, Sinatra at 100",2015-12-12,Documentary,2015,Unknown
Bananas,1971-04-28,Comedy,1971,Unknown
Supercapitalist,2012-08-10,Thriller,2012,Unknown
Rockaway,2007-07-07,Action Adventure Drama,2007,Unknown
The Lady from Shanghai,1947-12-24,Crime Drama Mystery,1947,Unknown
No Man's Land: The Rise of Reeker,2008-05-01,Horror Thriller,2008,Unknown
Highway,2002-01-01,Action Adventure Drama,2002,Unknown
Small Apartments,2012-03-10,Comedy Crime,2012,Unknown
Coffee Town,2013-07-09,Comedy,2013,Unknown
The Ghastly Love of Johnny X,2013-04-26,Comedy Fantasy Music,2013,Unknown
All Is Bright,2013-09-10,Comedy Drama,2013,Unknown
The Torture Chamber of Dr. Sadism,1967-10-05,Mystery Horror History,1967,Unknown
Straight A's,2013-01-16,Comedy Drama,2013,Unknown
A Funny Thing Happened on the Way to the Forum,1966-10-16,Comedy Music,1966,Unknown
Slacker Uprising,2007-09-27,Documentary,2007,Unknown
The Legend of Hell's Gate: An American Conspiracy,2011-03-03,Action Adventure History Western,2011,Unknown
The Walking Deceased,2015-03-20,Science Fiction Comedy,2015,Unknown
The Curse of Downers Grove,2015-08-21,Thriller Mystery Horror Drama,2015,Unknown
Shark Lake,2015-10-02,Thriller,2015,Unknown
River's Edge,1986-08-27,Crime Drama,1986,Unknown
Northfork,2003-01-01,Fantasy Drama Science Fiction,2003,Unknown
The Marine 4: Moving Target,2015-04-10,Thriller Action,2015,Unknown
Buried,2010-09-24,Drama Thriller Mystery,2010,Unknown
Submarine,2011-03-18,Drama Comedy Romance,2011,Unknown
The Square,2013-06-07,Documentary Drama History,2013,Unknown
One to Another,2006-07-21,Drama,2006,Unknown
ABCD (Any Body Can Dance),2013-02-07,Drama Music,2013,Unknown
Man on Wire,2008-07-25,Thriller Documentary Crime History,2008,Unknown
Abandoned,2015-08-30,Drama Thriller,2015,Unknown
Brotherly Love,2015-04-24,Drama,2015,Unknown
The Last Exorcism,2010-08-27,Horror Drama Thriller,2010,Unknown
Nowhere Boy,2009-12-25,Drama,2009,Unknown
A Streetcar Named Desire,1951-09-18,Drama,1951,Unknown
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,Drama Comedy War,1964,Unknown
The Crime of Padre Amaro,2002-10-01,Drama Romance,2002,Unknown
Beasts of the Southern Wild,2012-06-29,Drama Fantasy,2012,Unknown
Battle for the Planet of the Apes,1973-06-15,Action Science Fiction,1973,Unknown
Songcatcher,2001-03-01,Drama Music,2001,Unknown
Higher Ground,2011-08-26,Drama Thriller,2011,Unknown
Vaalu,2015-08-14,Comedy Romance,2015,Unknown
The Greatest Movie Ever Sold,2011-04-22,Comedy Documentary,2011,Unknown
Ed and His Dead Mother,1993-06-04,Comedy,1993,Unknown
Travellers and Magicians,2003-09-09,Adventure Drama Foreign,2003,Unknown
Hang 'em High,1968-07-31,Western,1968,Unknown
Deadline - U.S.A.,1952-03-14,Crime Drama,1952,Unknown
Sublime,2007-06-15,Horror Thriller,2007,Unknown
A Beginner's Guide to Snuff,2016-03-04,Thriller Comedy Horror,2016,Unknown
Independence Daysaster,2013-06-27,Action Science Fiction,2013,Unknown
Dysfunctional Friends,2012-02-03,Comedy Romance,2012,Unknown
Run Lola Run,1998-08-20,Action Drama Thriller,1998,Unknown
May,2002-01-13,Drama Horror Thriller Romance,2002,Unknown
Against the Wild,2013-12-29,Adventure Family,2013,Unknown
Under the Same Moon,2008-03-20,Drama,2008,Unknown
Conquest of the Planet of the Apes,1972-06-29,Action Science Fiction,1972,Unknown
In the Bedroom,2001-11-23,Drama Thriller,2001,Unknown
I Spit on Your Grave,2010-06-17,Thriller Crime Horror,2010,Unknown
"Happy, Texas",1999-12-03,Comedy Crime,1999,Unknown
My Summer of Love,2004-08-20,Drama Thriller Romance,2004,Unknown
The Lunchbox,2013-09-19,Drama Romance,2013,Unknown
Yes,2005-08-05,Drama Romance,2005,Unknown
You Can't Take It With You,1938-08-23,Comedy Romance,1938,Unknown
From Here to Eternity,1953-08-04,War Drama Romance,1953,Unknown
She Wore a Yellow Ribbon,1949-10-22,Western,1949,Unknown
Grace Unplugged,2013-10-04,Drama Music,2013,Unknown
Foolish,1999-04-09,Comedy Drama,1999,Unknown
N-Secure,2010-10-15,Drama Crime Thriller,2010,Unknown
Caramel,2007-07-01,Drama Comedy Romance,2007,Unknown
Out of the Dark,2014-08-27,Thriller Horror,2014,Unknown
The Bubble,2006-06-06,Drama Romance,2006,Unknown
The Conversation,1974-04-07,Crime Drama Mystery,1974,Unknown
Dil Jo Bhi Kahey...,2006-12-07,Romance,2006,Unknown
Mississippi Mermaid,1969-06-18,Crime Drama Romance,1969,Unknown
I Love Your Work,2003-10-05,Drama Mystery,2003,Unknown
Cabin Fever,2016-02-12,Horror,2016,Unknown
Waitress,2007-05-25,Comedy,2007,Unknown
Bloodsport,1988-02-26,Action,1988,Unknown
Mr. Smith Goes to Washington,1939-10-19,Comedy Drama,1939,Unknown
Kids,1995-07-28,Drama Crime,1995,Unknown
The Squid and the Whale,2005-10-05,Comedy Drama,2005,Unknown
Kissing Jessica Stein,2001-04-21,Comedy,2001,Unknown
Kickboxer: Vengeance,2016-07-14,Action Drama,2016,Unknown
Spellbound,1945-12-28,Drama Mystery Thriller,1945,Unknown
Exotica,1994-09-24,Drama Mystery,1994,Unknown
Buffalo '66,1998-01-20,Romance Comedy Crime Drama,1998,Unknown
Insidious,2010-09-13,Horror Thriller,2010,Unknown
Repo Man,1984-02-20,Comedy Crime Science Fiction Thriller,1984,Unknown
Nine Queens,2000-08-31,Crime Drama Thriller,2000,Unknown
The Gatekeepers,2012-07-09,Documentary,2012,Unknown
The Ballad of Jack and Rose,2005-03-25,Drama,2005,Unknown
The To Do List,2013-07-24,Comedy Romance,2013,Unknown
Killing Zoe,1993-10-01,Action Crime Drama Thriller,1993,Unknown
The Believer,2001-01-19,Drama,2001,Unknown
Snow Angels,2008-03-07,Drama Romance,2008,Unknown
Unsullied,2015-08-28,Thriller Action Horror,2015,Unknown
Session 9,2001-08-10,Horror Mystery,2001,Unknown
I Want Someone to Eat Cheese With,2006-01-01,Comedy Romance,2006,Unknown
Mooz-lum,2011-02-11,Drama,2011,Unknown
Hatchet,2006-04-27,Comedy Horror,2006,Unknown
Modern Times,1936-02-05,Drama Comedy,1936,Unknown
Stolen Summer,2002-03-22,Drama Family Comedy,2002,Unknown
My Name Is Bruce,2007-10-01,Comedy Horror,2007,Unknown
The Salon,2005-01-13,Comedy,2005,Unknown
Road Hard,2015-03-06,Comedy,2015,Unknown
Forty Shades of Blue,2005-12-07,Drama Romance,2005,Unknown
Amigo,2010-07-14,Drama History War,2010,Unknown
Pontypool,2009-03-06,Horror Mystery Science Fiction,2009,Unknown
Trucker,2008-04-24,Drama,2008,Unknown
Me You and Five Bucks,2015-07-07,Romance Comedy Drama,2015,Unknown
The Lords of Salem,2012-09-10,Horror Thriller,2012,Unknown
Housebound,2014-09-04,Horror Comedy Thriller,2014,Unknown
Wal-Mart: The High Cost of Low Price,2005-11-04,Documentary,2005,Unknown
Fetching Cody,2005-10-01,Comedy Drama Fantasy Romance Science Fiction,2005,Unknown
Last I Heard,2013-01-01,Drama Comedy,2013,Unknown
Closer to the Moon,2013-11-29,Comedy Drama,2013,Unknown
Mutant World,2014-09-27,Science Fiction,2014,Unknown
Growing Up Smith,2017-02-03,Comedy Family Drama,2017,Unknown
Checkmate,2015-07-03,Thriller Action Crime,2015,Unknown
#Horror,2015-11-20,Drama Mystery Horror Thriller,2015,Unknown
Wind Walkers,2016-01-28,Action Horror Thriller,2016,Unknown
Snow White and the Seven Dwarfs,1937-12-20,Fantasy Animation Family,1937,Unknown
The Holy Girl,2004-05-06,Drama Foreign,2004,Unknown
Shalako,1968-11-06,Western,1968,Unknown
Incident at Loch Ness,2004-12-17,Adventure Comedy Horror,2004,Unknown
The Dog Lover,2016-07-08,Drama,2016,Unknown
GirlHouse,2014-10-16,Horror Thriller,2014,Unknown
The Blue Room,2014-05-16,Drama Crime Thriller,2014,Unknown
House at the End of the Drive,2014-01-11,Thriller Horror,2014,Unknown
Batman,1966-07-30,Family Adventure Comedy Science Fiction Crime,1966,Unknown
"Lock, Stock and Two Smoking Barrels",1998-03-05,Comedy Crime,1998,Unknown
The Ballad of Gregorio Cortez,1983-08-19,Western,1983,Unknown
The Celebration,1998-05-20,Drama,1998,Unknown
Trees Lounge,1996-10-11,Comedy Drama,1996,Unknown
Journey from the Fall,2006-02-22,Drama,2006,Unknown
The Basket,2000-05-05,Drama,2000,Unknown
Eddie: The Sleepwalking Cannibal,2012-04-22,Horror Comedy,2012,Unknown
Queen of the Mountains,2014-08-22,Drama Action,2014,Unknown
Def-Con 4,1985-03-15,Science Fiction,1985,Unknown
The Hebrew Hammer,2003-01-01,Action Comedy,2003,Unknown
Neal 'n' Nikki,2005-12-09,Comedy Romance,2005,Unknown
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,Comedy,2010,Unknown
Forget Me Not,2009-10-22,Drama Horror Romance,2009,Unknown
Rebecca,1940-04-12,Drama Mystery,1940,Unknown
Friday the 13th Part 2,1981-05-01,Horror Thriller,1981,Unknown
The Lost Weekend,1945-11-25,Drama,1945,Unknown
C.H.U.D.,1984-08-31,Horror Science Fiction,1984,Unknown
Filly Brown,2013-04-19,Drama,2013,Unknown
The Lion of Judah,2011-06-03,Adventure Animation Comedy Family,2011,Unknown
Niagara,1953-01-21,Crime Drama Thriller,1953,Unknown
How Green Was My Valley,1941-10-28,Drama,1941,Unknown
Da Sweet Blood of Jesus,2014-06-22,Thriller Comedy Romance,2014,Unknown
"Sex, Lies, and Videotape",1989-08-18,Drama,1989,Unknown
Saw,2004-10-01,Horror Mystery Crime,2004,Unknown
Super Troopers,2001-01-18,Comedy Crime Mystery,2001,Unknown
The Algerian,2015-08-07,,2015,Unknown
The Amazing Catfish,2013-08-10,Comedy Drama,2013,Unknown
Monsoon Wedding,2001-08-30,Comedy Drama Romance,2001,Unknown
You Can Count on Me,2000-11-17,Drama Romance,2000,Unknown
The Trouble with Harry,1955-10-03,Comedy Mystery Thriller,1955,Unknown
But I'm a Cheerleader,1999-09-12,Comedy,1999,Unknown
Home Run,2013-04-19,Drama,2013,Unknown
Reservoir Dogs,1992-09-02,Crime Thriller,1992,Unknown
The Blue Bird,1940-01-19,Drama Family Fantasy,1940,Unknown
"The Good, the Bad and the Ugly",1966-12-23,Western,1966,Unknown
The Second Mother,2015-02-08,Drama,2015,Unknown
Blue Like Jazz,2012-04-13,Drama Comedy,2012,Unknown
Down & Out With The Dolls,2003-03-20,Comedy Music,2003,Unknown
"Pink Ribbons, Inc.",2011-09-11,Documentary,2011,Unknown
Certifiably Jonathan,2007-03-01,Comedy,2007,Unknown
Desire,2011-09-14,Drama Romance,2011,Unknown
The Blade of Don Juan,2013-10-27,Drama Comedy,2013,Unknown
Grand Theft Parsons,2003-06-18,Crime Comedy Drama Adventure,2003,Unknown
Extreme Movie,2008-12-05,Comedy,2008,Unknown
The Charge of the Light Brigade,1936-10-20,Action Adventure Drama War,1936,Unknown
Below Zero,2011-10-22,Thriller Horror,2011,Unknown
Crowsnest,2012-01-01,,2012,Unknown
Airborne,1993-09-17,Action Adventure Comedy,1993,Unknown
Cotton Comes to Harlem,1970-05-27,Action Adventure,1970,Unknown
The Wicked Within,2015-10-16,Horror,2015,Unknown
Bleeding Hearts,2013-06-01,Horror,2013,Unknown
Waiting...,2005-10-07,Comedy,2005,Unknown
Dead Man's Shoes,2004-09-29,Drama Thriller Crime,2004,Unknown
From a Whisper to a Scream,1987-09-25,Comedy Horror,1987,Unknown
Sex With Strangers,2002-02-22,Documentary,2002,Unknown
Dracula: Pages from a Virgin's Diary,2002-02-28,Horror,2002,Unknown
